792	916	0.9764425494074774
665	798	0.9835037307920764
655	665	0.9754645884523406
518	655	0.9750594080797015
665	993	0.9820046213736799
655	798	0.9805309330537304
665	792	0.9785487428107511
518	798	0.9862727671490863
563	931	0.9776652325070605
798	916	0.9737450955643201
665	916	0.9770486004791454
798	970	0.9724862629959072
931	993	0.9726837047728989
792	993	0.9839900725778312
563	792	0.9770800659886234
518	563	0.9751192208215915
518	792	0.9882836652705265
665	676	0.9785368949060342
655	676	0.9765363824212776
518	993	0.9848996570973914
563	665	0.9760825125525716
518	665	0.986777317157445
798	993	0.9734429635886501
563	993	0.9793865160262403
916	970	0.9813704750892844
518	916	0.9814709747143193
792	798	0.9780961549081655
970	993	0.9752494302556294
655	792	0.9737251433140305
916	993	0.986685495010729
792	970	0.9811434283175411
563	895	0.9771153706664759
895	993	0.9719342459334543
