19	24	0.6868414400790697
21	22	0.8264800808981829
17	20	0.753053499876809
6	19	0.6568489628546681
18	22	0.8362909580830133
4	18	0.6525248550423414
18	19	0.7905326194566233
6	17	0.7905062913921783
4	17	0.688875357573492
4	7	0.7683518832166656
4	5	0.7205497119177868
13	20	0.6979550616933595
5	19	0.6802458400756363
18	20	0.6537449119424522
19	20	0.8843971536739543
20	22	0.7042942027023394
20	23	0.7431134793961345
4	19	0.6517355240061551
18	21	1.0
19	21	0.7934135074950994
13	19	0.6605669914988769
6	21	0.8088767926559105
5	17	0.8096554339346567
19	22	0.8244465783088513
5	18	0.8227411755208031
17	22	0.7973380842350605
23	24	0.7024226815124199
17	21	0.9106139649723209
6	18	0.8546110326321962
17	18	0.9619324372261885
7	20	0.7103313549323186
4	20	0.7202012755558418
5	20	0.6977764494351826
5	21	0.7701917458267411
5	6	0.9957446038128929
22	23	0.6733084257554445
19	23	0.7255140590228633
17	19	0.9742301916406267
22	24	0.6829892262737427
